,endTime,artistName,trackName,sec_played
4897,2022-01-21 23:09,Crystal Castles,Air War,252.266
4898,2022-01-21 23:57,Crystal Castles,Courtship Dating,173.182
4899,2022-01-22 00:00,Toro y Moi,Minors,182.52
4900,2022-01-22 00:03,Toro y Moi,Imprint After,94.679
4901,2022-01-22 00:09,Nick Cave & The Bad Seeds,Red Right Hand - 2011 Remastered Version,370.573
4902,2022-01-22 00:09,Nick Cave & The Bad Seeds,Red Right Hand - Peaky Blinders Theme;Flood Remix,32.977
4903,2022-01-22 00:12,The Lumineers,BIG SHOT,181.04
4904,2022-01-22 00:13,The Lumineers,NEVER REALLY MINE,11.662
4905,2022-01-22 22:36,The Lumineers,NEVER REALLY MINE,10.843
4906,2022-01-22 22:40,SB Maffija,Doba hotelowa,214.66
4907,2022-01-22 22:41,SB Maffija,Lawenda,92.411
4908,2022-01-22 22:42,SB Maffija,Parapetówa,38.359
4909,2022-01-22 22:42,SB Maffija,Za karę,2.693
4910,2022-01-22 22:43,SB Maffija,Prometazyna,20.294
4911,2022-01-22 22:43,SB Maffija,Postanowienia noworoczne,10.797
4912,2022-01-22 22:45,SB Maffija,Doba hotelowa,2.948
4913,2022-01-22 22:45,SB Maffija,co to za bluza lanek?,139.807
4914,2022-01-22 22:48,SB Maffija,Agrest i bez,173.104
4915,2022-01-22 22:52,SB Maffija,Doba hotelowa,214.66
4916,2022-01-22 22:52,SB Maffija,Doba hotelowa,1.439
4917,2022-01-22 22:52,SB Maffija,Doba hotelowa,0.0
4918,2022-01-22 22:55,SB Maffija,Doba hotelowa,214.66
4919,2022-01-22 22:59,SB Maffija,Doba hotelowa,214.66
4920,2022-01-22 23:02,SB Maffija,Doba hotelowa,214.66
4921,2022-01-22 23:03,SB Maffija,Doba hotelowa,24.461
4922,2022-01-22 23:04,Crystal Castles,Crimewave,48.158
4923,2022-01-22 23:06,SB Maffija,Prometazyna,130.565
4924,2022-01-22 23:06,Crystal Castles,Magic Spells,4.388
4925,2022-01-22 23:07,Crystal Castles,Crimewave,62.392
4926,2022-01-22 23:11,Bedoes,1998 (mam to we krwi),224.583
4927,2022-01-22 23:11,Bedoes,Chrome Hearts /,11.099
4928,2022-01-22 23:14,David Guetta,Play Hard (feat. Ne-Yo & Akon),189.428
4929,2022-01-22 23:17,Crystal Castles,Untrust Us,192.155
4930,2022-01-22 23:20,Crystal Castles,Alice Practice,161.373
4931,2022-01-22 23:24,Crystal Castles,Crimewave,258.453
4932,2022-01-22 23:30,Crystal Castles,Magic Spells,366.866
4933,2022-01-22 23:31,Crystal Castles,Xxzxcuzx Me,62.496
4934,2022-01-22 23:36,Crystal Castles,Air War,252.266
4935,2022-01-22 23:46,Crystal Castles,Courtship Dating,210.453
4936,2022-01-22 23:49,Crystal Castles,Good Time,175.52
4937,2022-01-22 23:51,Crystal Castles,1991,113.506
4938,2022-01-22 23:55,Crystal Castles,Vanished,242.96
4939,2022-01-22 23:59,Crystal Castles,Knights,193.706
4940,2022-01-23 00:01,Crystal Castles,Love and Caring,138.92
4941,2022-01-23 00:04,Crystal Castles,Through the Hosiery,186.92
4942,2022-01-23 17:53,Crystal Castles,Reckless,172.304
4943,2022-01-23 17:59,Hania Rani,Hawaii Oslo - Live from Studio S2,344.831
4944,2022-01-23 18:06,Hania Rani,Glass - Live from Studio S2,423.524
4945,2022-01-23 18:13,Hania Rani,Leaving - Live from Studio S2,390.558
4946,2022-01-23 18:25,Hania Rani,Glass - Live from Studio S2,0.952
4947,2022-01-23 18:25,Hania Rani,Buka - Live from Studio S2,179.297
4948,2022-01-23 18:30,Hania Rani,Hawaii Oslo - Live from Studio S2,344.831
4949,2022-01-23 18:37,Hania Rani,Glass - Live from Studio S2,423.524
4950,2022-01-23 18:41,Hania Rani,Leaving - Live from Studio S2,56.718
4951,2022-01-23 18:45,SB Maffija,Doba hotelowa,212.462
4952,2022-01-23 18:46,A$AP Ferg,Plain Jane,35.781
4953,2022-01-23 18:50,Kinny Zimmer,Benz-Dealer,13.374
4954,2022-01-23 18:50,Kanye West,Saint Pablo,177.516
4955,2022-01-23 18:53,Kinny Zimmer,Jazda,161.959
4956,2022-01-23 18:53,Tame Impala,One More Year,2.739
4957,2022-01-23 18:56,Tame Impala,Instant Destiny,194.706
4958,2022-01-23 19:00,Tame Impala,Borderline,237.8
4959,2022-01-23 19:06,Tame Impala,Posthumous Forgiveness,366.066
4960,2022-01-23 19:12,Tame Impala,Breathe Deeper,372.866
4961,2022-01-23 19:18,Tame Impala,Tomorrow's Dust,326.84
4962,2022-01-23 19:23,Tame Impala,On Track,301.786
4963,2022-01-23 19:27,Tame Impala,Lost In Yesterday,249.586
4964,2022-01-23 19:31,Tame Impala,Is It True,239.266
4965,2022-01-23 19:33,Tame Impala,It Might Be Time,135.22
4966,2022-01-24 23:25,black midi,Diamond Stuff,0.0
4967,2022-01-24 23:25,Sufjan Stevens,Lady Macbeth In Chains,12.329
4968,2022-01-24 23:25,Jonah Yano,Key to Love (Is Understanding) feat. Jonah Yano,3.877
4969,2022-01-24 23:25,Dean Blunt,WOOSAH,0.65
4970,2022-01-24 23:25,Dean Blunt,WOOSAH,6.478
4971,2022-01-24 23:25,Sufjan Stevens,Back To Oz,252.052
4972,2022-01-24 23:25,Dean Blunt,the rot,7.709
4973,2022-01-24 23:25,Dean Blunt,the rot,1.509
4974,2022-01-24 23:25,black midi,Dethroned,2.995
4975,2022-01-24 23:27,Sufjan Stevens,Lady Macbeth In Chains,103.746
4976,2022-01-24 23:31,Sufjan Stevens,Mystery of Love,248.96
4977,2022-01-24 23:35,Sufjan Stevens,Visions of Gideon,231.285
4978,2022-01-25 10:39,Sufjan Stevens,Should Have Known Better,57.748
4979,2022-01-25 10:42,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),198.081
4980,2022-01-25 10:42,Justin Bieber,Ghost,4.987
4981,2022-01-25 10:46,Justin Bieber,I'll Show You,189.939
4982,2022-01-25 10:49,SB Maffija,Doba hotelowa,178.793
4983,2022-01-25 15:24,Glass Animals,Heat Waves,3.227
4984,2022-01-25 15:24,Hania Rani,Hawaii Oslo - Live from Studio S2,3.343
4985,2022-01-25 15:25,Glass Animals,The Other Side Of Paradise,5.549
4986,2022-01-25 15:26,Glass Animals,Heat Waves (with iann dior),35.433
4987,2022-01-25 15:30,Samia,Pool,269.72
4988,2022-01-25 15:35,Sevdaliza,All Rivers at Once,285.517
4989,2022-01-25 15:39,King Gizzard & The Lizard Wizard,Shanghai,240.68
4990,2022-01-25 15:40,VANO 3000,Running Away (Time),40.196
4991,2022-01-25 15:42,Lonnie Liston Smith,Inner Beauty,137.106
4992,2022-01-25 15:46,Mark Guiliana,Song for Making Things Right,266.899
4993,2022-01-25 15:51,Martha Skye Murphy,Stuck,265.714
4994,2022-01-25 15:55,Golden Rules,Never Die - Prefuse 73 Remix,258.392
4995,2022-01-25 15:56,Aminé,Colors,69.738
4996,2022-01-25 16:02,Hania Rani,Hawaii Oslo - Live from Studio S2,344.831
4997,2022-01-25 16:09,Hania Rani,Glass - Live from Studio S2,423.524
4998,2022-01-25 16:10,Hania Rani,Leaving - Live from Studio S2,42.252
4999,2022-01-25 16:13,Combustible Edison,Carnival Of Souls,193.36
5000,2022-01-25 16:19,Daniel Rossen,Shadow in the Frame,316.769
5001,2022-01-25 16:23,Mount Kimbie,Black Stone,236.886
5002,2022-01-25 16:26,Hania Rani,Hawaii Oslo - Live from Studio S2,15.725
5003,2022-01-25 16:26,Kae Tempest,More Pressure,194.173
5004,2022-01-25 17:21,Warped Dreamer,Umgaba - Live,44.466
5005,2022-01-25 17:25,The Lumineers,BRIGHTSIDE,229.773
5006,2022-01-25 17:29,The Lumineers,WHERE WE ARE,6.268
5007,2022-01-25 17:29,The Lumineers,A.M. RADIO,237.32
5008,2022-01-25 17:31,The Lumineers,BIRTHDAY,63.158
5009,2022-01-26 08:09,French Affair,Do What You Like,1.813
5010,2022-01-26 08:09,The Lumineers,BIG SHOT,151.881
5011,2022-01-26 14:40,Gorillaz,Saturnz Barz (feat. Popcaan),2.693
5012,2022-01-26 14:40,Gorillaz,Intro: I Switched My Robot Off,3.784
5013,2022-01-26 14:43,Gorillaz,Andromeda (feat. DRAM),197.546
5014,2022-01-26 16:42,Gorillaz,Busted and Blue,142.968
5015,2022-01-26 16:47,Glass Animals,Gooey,11.327
5016,2022-01-26 16:47,Glass Animals,Heat Waves (with iann dior),175.301
5017,2022-01-26 16:50,Glass Animals,Heat Waves (with iann dior),175.301
5018,2022-01-26 16:52,Glass Animals,Gooey,106.366
5019,2022-01-26 16:54,Glass Animals,Heat Waves (with iann dior),175.301
5020,2022-01-26 16:56,Glass Animals,Gooey,99.099
5021,2022-01-26 22:39,Toro y Moi,Postman,160.704
5022,2022-01-26 22:42,Toro y Moi,Postman,29.679
5023,2022-01-26 22:42,Max Richter,Spring 1 - 2012,9.496
5024,2022-01-26 22:42,Toro y Moi,Magazine,191.525
5025,2022-01-26 22:43,Max Richter,Spring 0 - 2012,42.266
5026,2022-01-26 22:46,Max Richter,Spring 1 - 2012,151.506
5027,2022-01-26 22:49,Max Richter,Spring 2 - 2012,198.786
5028,2022-01-26 22:52,Max Richter,Spring 3 - 2012,189.16
5029,2022-01-26 22:54,Max Richter,Summer 1 - 2012,98.555
5030,2022-01-26 22:55,Max Richter,The Blue Notebooks,77.763
5031,2022-01-26 23:01,Max Richter,On the Nature of Daylight,371.746
5032,2022-01-26 23:03,Max Richter,Horizon Variations,112.613
5033,2022-01-26 23:12,Max Richter,Shadow Journal,502.986
5034,2022-01-26 23:15,Max Richter,Iconography,218.853
5035,2022-01-26 23:17,Max Richter,Vladimir's Blues,78.546
5036,2022-01-26 23:20,Max Richter,Arboretum,173.533
5037,2022-01-26 23:22,Max Richter,Old Song,131.4
5038,2022-01-26 23:25,Max Richter,Organum,193.48
5039,2022-01-26 23:33,Max Richter,The Trees,472.76
5040,2022-01-26 23:35,Max Richter,Written on the Sky,100.013
5041,2022-01-26 23:36,Max Richter,A Catalogue of Afternoons,110.88
5042,2022-01-26 23:43,Max Richter,On the Nature of Daylight - Orchestral Version,396.066
5043,2022-01-26 23:45,Max Richter,Vladimir's Blues 2018,89.96
5044,2022-01-26 23:51,Max Richter,On the Nature of Daylight (Entropy),363.805
5045,2022-01-26 23:53,Madvillain,Accordion,118.853
5046,2022-01-26 23:55,Madvillain,Meat Grinder,54.994
5047,2022-01-26 23:57,SB Maffija,Chodzę po Luwrze,74.187
5048,2022-01-27 00:01,SB Maffija,Bania u Solara,0.0
5049,2022-01-27 00:01,SB Maffija,Doba hotelowa,228.544
5050,2022-01-27 00:03,Ozzy Baby,4oz,113.754
5051,2022-01-27 00:07,Kanye West,Wouldn't Leave,205.546
5052,2022-01-27 00:08,Kanye West,No Mistakes,102.953
5053,2022-01-27 13:00,BTS,Butter,164.441
5054,2022-01-27 13:03,Juice WRLD,Girl Of My Dreams (with SUGA of BTS),160.834
5055,2022-01-27 16:18,BTS,Dynamite,187.152
5056,2022-01-27 16:18,Kanye West,Jesus Lord,2.229
